HolderAddress,Balance
0xF7dcC97E4158C756345b7202025648d5aC11cdf4,3527.000060000000000597
0x83D96020B0766f567AFd2e19b5F62ef6Dd4026D5,2716.000000000000000453
0x4d22F5409d0f7eA11b23D7eF8734bA95481fA2e2,2058.000000000000000343
0x3586543C31f1C77Ee3140FD8BD2184CAaBb660a3,1938.000000000000000323
0x39f4DA389fEF57165BD470Eb422c755e271F785B,1896.000000000000000316
0xD2071c9994F498947330357ccCF00C97881F78E0,1258.000480000000000218
0x6e4Cd10D2E42613e5d564E6341AC7F523c0E7C93,1257.00060000000000022
0x4E294e969a2c63A4d6dD30c17e88e77c33886Ce2,1248.000540000000000217
0x8e85c14381923265eBfE17D19a3EC29708363202,1236.000720000000000218
0xc7eCaaEf4090893036a9Da8Abd3cA5b68fE13948,1235.000120000000000208
0xB5Deb2AB829322DE5c9C2DD4B837a444202372f0,1223.000180000000000207
0xe9F30bEAb4059cD1D130D700688344381bc92F26,1206.000420000000000208
0xBeB6f0A258990723cCE56092673c4d007F37c30f,1205.000960000000000217
0x0a242da994EBBcbE1e8673616a1B35D884c78133,1205.000480000000000209
0xB1CC956A6c6D5B2A695440f2488e80dDCF227d78,1200.000660000000000217
0xb2ce6799A717860343248ee802BCDDDf1906E959,501.000000000000000086
0x3462ff5e096E30f69A5B1e9E3C6A3107E8bF2309,406.000060000000000069
0x3F3BceE79D75D3580AF8564Ec2B9Ea3Cb68dAF38,399.000000000000000067
0x2756e6ebdBEbC3419f355A7C1301D42AE674B4A5,228.000000000000000042
0xAC7B03cC11292E37905A684dB84Ac1db031ffD48,162.000000000000000031
0x5e8e66dF40E58f3a96142aCA5329575E5f638E75,155.000000000000000028
0x0cB6C036B411B30a04424a35aa3Ab83602AB4633,151.000000000000000026
0x607C77EAdB523bbDd3249B87697626fa18aB0cac,150.000000000000000031
0x9CD85b5baA3Fc6c5ff93EBD0c00F1C56c6BF4eCB,114.000000000000000019
0xE7a3dE8F8e8F530b597CB512Cc4e0d3f878811cA,107.00000000000000002
0x315963E514d6c7d86538607919D02B76b053Df64,42.000000000000000007
0xc89cabb7817A66eC8ba3F1f20B53C85F0DE1327f,41.000000000000000007
0xdE6785B0574e5867366d9E1732f968eac8B333BC,39.000000000000000011
0x36D8511ebB718F8f3B8Dc32C96ce615beF8c564a,36.000050000000000009
0xeeB2FFA13F4eF4381647FE642eBFaD0CC1BBc467,33.000000000000000006
0x0Cc66319d129f887Bd1D3fe58E10400ed1025A79,29.000000000000000009
0x96ce0AECdD145136Bc94b3484c57ee4572064A4f,29.000000000000000007
0xeF49D9E7356dAd7a0523e880E9e187a9165BDfed,24.000000000000000004
0xaC0CC4D76827cC8Da164312bc7ADF00E4a9Ed42F,21.000000000000000004
0x1f92Da154A20Ce907EBB926ab1262bb2d0565398,17.000000000000000005
0x5ef5C8E74C4787d5C93CFcD17790337eceC94344,16.000000000000000003
0xce879E012228ea8024fB79F269C3c9FAcC053DcE,12.000000000000000004
0x61E3CEF3Bc04e141EA2a03a62CD9293D16c82344,12.000000000000000002
0xc3a9CD5Aa738694D73411A35f5C31DdF70ee5C27,11.000000000000000002
0x2e6Ef714225Ae97647305fE6E3D23AdEBF95161f,11.000000000000000002
0x280d9073b1F896411afeAE2791F4354FF07bd951,11.000000000000000002
0xD9E555dAbaf2133Ee4a39F687C9D0Dd86cbCF612,10.000000000000000001
0x10Fb1560037Db5E360e8883D023b4FF7a33DB8a8,6.000060000000000002
0xca5e4A10ae5d5063C0f597fEe189D2ac408E136F,6.000000000000000003
0x6C492C42393e1561d690e0453Ccb94F15DEf587D,6.000000000000000003
0xFC42EA90c9E3cCc51B0D20B3e7A5ae5b9e479aE1,6.000000000000000001
0xe3cd3a4997c1238543C9583a66C6D6Be369C4fed,6.000000000000000001
0xE03a1C38a8ce6A7D8C34ca19C928eF97258cF99b,6.000000000000000001
0xdD75e696C7Bc3cE5de0B0B3E19fa8212F28bc89d,6.000000000000000001
0xdAcd3eb62E404DF956810f67682042Ab7bDcCC28,6.000000000000000001
0xbf4824313d6E56e62121F50C98432506e6393F4E,6.000000000000000001
0x98Fe5d1E17480EED1d51960a403D59e8828c5dC5,6.000000000000000001
0x8149fDac78eAdB10BeCE7e3bB4300fB2C4D5b81E,6.000000000000000001
0x8060FBc676B7b66a6C1631950d4f8168C1963f92,6.000000000000000001
0x4c6604c588b205E06cBA671616f7DB3Bdf7AC3E6,6.000000000000000001
0x4Aa4A02708B5A191cD9F42D6C3a99385B180610C,6.000000000000000001
0x1218dC4264605cEF3E20026524F789178B7880C7,6.000000000000000001
0x024c2e11d40F6CF457927Bd5FB7EbA890464E885,6.000000000000000001
0xA830Cd34D83C10Ba3A8bB2F25ff8BBae9BcD0125,5.000000000000000003
0xd05C2b64551275169235a93826ac4cEc0553c409,5.000000000000000002
0xCFC6D8656Fc550c40DEF92C83860DAb4c257457E,5.000000000000000001
0xcA7DDbc8EC13cC691E5145a26d0f655ED5df51Ec,5.000000000000000001
0x9a9bF95c4bbe82705151879FAb44c29a3d126Acf,5.000000000000000001
0x854C2b50B2e00AACc4Ac098efB65e1FAbD35E3b4,5.000000000000000001
0x7b4A55BA007691f5846C81FfE1fc0c973f406094,5.000000000000000001
0x0a9fD20fc663CC9afA28699959965a2A2dc5aaE3,5.000000000000000001
0x7f4A06D37440BC42D3705f67feFCFb3dBD16dc64,0.000060000000000001
0xD4A88E7009712F3093c7A679abA7D7c0115190b0,0.000050000000000001
0x6981183707d181d28115c832f58e3bd420483088,0.000000000000000018
0xf37Eb3eAFA07B135961B99F71eC51dA134DF7434,0.000000000000000012
0x70772948e9D06775D8aF5e7702E2ad7E3Ece6358,0.000000000000000004
0x3e219e66D80128Bf11EA9A2bCa10350Ff85258F8,0.000000000000000004
0x27d099811425A31120cf4783Df093C404978B849,0.000000000000000004
