HolderAddress,Balance
0xC08Ed255bFa64b7604d2bf057ae9f0E39a20bEE1,0.000000000000000003
0x714ffD9aB647a5d6A93Cc3177e1CbA0aC8ee2D89,0.000000000000000003
0x3D691ccfF159EDc6479db9d807C99Dc125b426a4,0.000000000000000003
0xF9884295067D4eD5aB8ff6DF82d8a2Fac434235d,0.000000000000000002
0xF4206906475C58C807e0eCbfE24a370873557a64,0.000000000000000002
0xED9bE51ecaBBEeC846e2EBC3d5E35BB544C04928,0.000000000000000002
0xeA204F40C43879da2581805A5d4C78a3933B3D7b,0.000000000000000002
0xE6Dfd72f53C3415a7329B519Ec5467d321b9d554,0.000000000000000002
0xE656B44258397ce52091658eD3FdbacEEB8B76C9,0.000000000000000002
0xE26E0064D7d6a70928df53DF71f83E5FB2De2972,0.000000000000000002
0xE17955765ECb8a90D90531e3940D97035e513D17,0.000000000000000002
0xD4c0033687406a606C3EbF919617ECfef018aeD5,0.000000000000000002
0xbaFDe4c19C3d316e7e215742428EFCAe526cfC38,0.000000000000000002
0xa24C93429a37626D83F8be4D90c4F37E07a9E483,0.000000000000000002
0x9F310450204f2882D017b5762DCa0A6e850E266F,0.000000000000000002
0x99e86567a949608014e1C43A80570FE6923Fb411,0.000000000000000002
0x97f9B57Fa216A4D4Bf63F3F180EA6cA678f4Ea95,0.000000000000000002
0x8d9f0FAD681EbEEec925c0A7181020f9bcdF3748,0.000000000000000002
0x892e0765dF4c85C7e727A31b00F256A56A38Fea5,0.000000000000000002
0x8810b6DB96aC05d57677CEcEf72C9c5c415D76f8,0.000000000000000002
0x8445d17BB9a54240e1048f8E8ABce5081BfAd23d,0.000000000000000002
0x74977d87AEF1f03De8B6c29368dc4FB4e25551c5,0.000000000000000002
0x71c67951a4a3052CC31DD74FE88f45Daa4b29c1a,0.000000000000000002
0x6caC4a93ed8c70f21a7b3aeC35ae701A1532a8E6,0.000000000000000002
0x6b525769Da1B327ADB8c392644D1c92e3887948A,0.000000000000000002
0x6A2f799141cA9264F7dBb31E515814Dc93cD4BB6,0.000000000000000002
0x64FeD342B7afB2E666152173FaD1401861d96eB4,0.000000000000000002
0x60f1a78530dFF4b370C543E4Fcd9689dB94cA109,0.000000000000000002
0x60866601Bf1d7e06637a2DEbB7D02BA9dE57b01F,0.000000000000000002
0x55d4d0CA4622f0e606d276a6C19953E36629bADc,0.000000000000000002
0x530B0ff049032500221602E38BBf8cFCe5031383,0.000000000000000002
0x4F574C6ef8748FFd0783527204DC0AB9CdCa3175,0.000000000000000002
0x4d88f879a12274937aAe1747B52cAbbBed4b4159,0.000000000000000002
0x48aDc50DB5F58C37AC97D6186a8eD5b87Ab7d2f7,0.000000000000000002
0x4477dd24E1A7C35F47bbFf78D15b06f00Da1b45C,0.000000000000000002
0x4359258D9378814bdeFbb0bF7f888C3779F9AD80,0.000000000000000002
0x4020f9c66f531923bC4CF17386473c9e668662B0,0.000000000000000002
0x3b6c81708DD0DA308F62E86d32F4296d0D0efc82,0.000000000000000002
0x3a5eAe133A9BA4591BEF6618011ECD79289bE2dC,0.000000000000000002
0x33fE721eFF0Eb8049BE2702F722583b21ADD02Ff,0.000000000000000002
0x31567E836eE3d66D4c4558B14De1dDEbb8f9C0D8,0.000000000000000002
0x2bc4e63cAa6422aA45f31863B788d5Fa84229978,0.000000000000000002
0x29fe62a86bC5D17C5AF22Cb6d8D44B34e0C46267,0.000000000000000002
0x278BF1D03fFb362766f57eC580Ab7EdA8AdC6e29,0.000000000000000002
0x2603ED9D3aAf90Eb12dcF91befb4DC6F7b6306b6,0.000000000000000002
0x1Ec28e1a887aa54928febC1484023Dd8b790378A,0.000000000000000002
0x1Bf8737167b953A9E2b286ABfc59CdF5A2CF6579,0.000000000000000002
0x167DAb76621Ea54841A2EcD15281dF2c7BCEE773,0.000000000000000002
0x14b2Fc4bfDAe7699105C05419dC4B29BdA419C1c,0.000000000000000002
0x129b8515fF2f09866C46372F3231a0d39758614E,0.000000000000000002
0x10139638fCB90E2eDC67A78a4f90Cba16A855e97,0.000000000000000002
0x09E2d7eF38Dd0C68DBC58CD38F695157577Bb6c0,0.000000000000000002
0x060205979F000208Fa6859a4570B292a3801b419,0.000000000000000002
0x72B8957802EB9C072d30EEfdb753ee9B4Ed3b23A,0.000000000000000001
